,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8
0,-0.035955742,-0.015775532,-0.6193461,0.03057544,0.09970325,1.2094958,-0.008974388,0.09964779
1,0.3657178,0.18590194,-1.4781849,-0.015630003,-0.03454056,0.17345208,0.020451099,-0.10503337
2,0.21100172,0.02798748,0.060306676,-0.02430534,-0.13920163,-1.7097847,0.017047737,-0.09788692
3,0.17134309,0.031591035,0.75947946,-0.059955698,-0.2534377,-3.053548,0.03460158,-0.24473868
4,0.22981715,0.08234471,-0.5743756,-0.015691552,-0.072558776,-0.6589137,0.015905607,-0.0831835
5,-0.3729804,-0.21380472,1.2499079,0.024418749,0.028218865,-0.3023581,-0.013993997,0.106779486
6,0.16652864,0.047362737,-0.722234,0.0069497824,0.0016670525,0.13702562,0.0037881918,0.010572344
7,0.26369044,0.07505111,-0.41062838,-0.021185167,-0.108041815,-1.15446,0.01773953,-0.09698483
8,0.031255126,-0.0072024316,-0.015890375,-0.0037048087,-0.037732527,-0.484242,0.0071019046,-0.028616667
9,0.18543041,0.08669473,-0.9884796,0.0035568327,0.013531968,0.44931373,0.007478293,-0.01577434
10,0.10741052,0.036386743,-0.4547451,-0.0010161251,-0.017768364,-0.101511545,0.007552903,-0.024677992
11,-0.07277043,-0.054509312,-0.14920996,0.023837887,0.057038143,0.5392472,-0.0076317005,0.083489895
12,0.1634781,0.054058596,-0.898599,0.012940407,0.029289797,0.50789523,0.0013622306,0.030946344
13,0.18048617,0.055448815,-0.6110016,-0.0020928234,-0.029051915,-0.21187846,0.008405212,-0.026128352
14,-0.33432037,-0.20962054,1.3531228,0.017093673,-0.006623827,-0.7405951,-0.010676045,0.081887454
15,0.07847205,0.014792696,-0.35963106,0.0036029369,-0.008781731,-0.068173364,0.004411448,-0.0020476878
16,0.37762132,0.10656979,-0.37376523,-0.037506744,-0.1771771,-1.9471059,0.02612698,-0.15737393
17,0.32729903,0.10972187,-0.46899253,-0.033484846,-0.1452342,-1.5002131,0.024923926,-0.1500259
18,0.38596818,0.14941475,-0.9734734,-0.025711589,-0.104626894,-0.86901736,0.02291695,-0.12708202
19,0.2561033,0.092364065,-0.90492976,-0.0038025677,-0.02986971,-0.113415346,0.010564666,-0.036840737
20,0.1548438,0.03640329,-0.46698993,-0.0009959266,-0.031846296,-0.31319222,0.007049661,-0.017857373
21,0.30006394,0.10486388,-0.25988072,-0.04149178,-0.16970773,-1.7985625,0.028729653,-0.18334861
22,0.070026994,0.038586363,-0.84650254,0.01793366,0.06352492,0.9322439,-0.00093003735,0.043417007
23,0.35592762,0.11066212,-0.6946227,-0.023047872,-0.11536206,-1.1554315,0.019722866,-0.105410725
24,0.32202426,0.10677961,-0.7972016,-0.015937839,-0.0824883,-0.7438218,0.016474903,-0.08080578
25,0.073987275,-0.0057367682,-0.22663625,0.0056040585,-0.015749872,-0.24516706,0.0023199618,0.013371974
26,0.1049957,0.0081086755,-0.29787946,0.0029985309,-0.023944039,-0.30671656,0.0040351897,0.002029866
27,0.094092935,0.0042490363,-0.036018282,-0.008236188,-0.06420084,-0.80677027,0.009261388,-0.04202336
28,-0.032140955,-0.06423426,0.038528517,0.018084027,0.016757302,-0.031877458,-0.005885303,0.070602
29,-0.3711179,-0.11986914,-0.008323118,0.047675878,0.18278462,2.0202746,-0.019624073,0.16064864
30,0.1167658,0.030439474,-0.6820165,0.012601003,0.024136007,0.37421486,0.0006439164,0.03241834
31,0.16534162,0.04126277,-0.44002402,-0.0044803247,-0.043892305,-0.44636872,0.008876249,-0.031968474
32,0.26549378,0.07806446,-0.4527741,-0.02037207,-0.10336198,-1.0848198,0.01750891,-0.094745934
33,-0.27856308,-0.12292135,0.64711577,0.015343808,0.036021642,0.13714753,-0.005409956,0.048277915
34,-0.22316632,-0.13435394,0.5329533,0.025075503,0.045988545,0.15877286,-0.011271067,0.098885566
35,0.12180248,0.013445571,0.14935958,-0.021581616,-0.113731876,-1.3916411,0.015842851,-0.09408122
36,0.5574306,0.24643457,-1.8513732,-0.024650231,-0.07856274,-0.24297725,0.026238525,-0.1373379
37,0.0050394833,-0.0016972423,-0.3790778,0.0123189315,0.032155998,0.41635036,8.346513e-05,0.028273165
38,0.19683325,0.066945866,-0.5273786,-0.011214931,-0.058190107,-0.5275991,0.013232436,-0.064165324
39,-0.5551354,-0.3071569,2.1775181,0.019500606,-0.0058113784,-0.9994909,-0.015160117,0.098926395
40,0.021306455,-0.0053629577,-0.27171063,0.0083252415,0.01009509,0.11634518,0.0015985109,0.016396344
41,0.37566176,0.14419845,-1.1259953,-0.01586119,-0.069907635,-0.46099207,0.018044248,-0.08784285
42,0.31134185,0.11768141,-1.0039021,-0.010099731,-0.049954563,-0.28697875,0.014444314,-0.06379795
43,-0.33112139,-0.20335954,1.694525,-0.0024612695,-0.073492855,-1.5300729,-0.0010597073,0.0031723082
44,0.1446428,0.021962702,-0.044329613,-0.015806247,-0.0932394,-1.121103,0.013354529,-0.071596384
45,-0.25047,-0.15784344,0.72003156,0.02590675,0.039367028,-0.008567698,-0.012740258,0.10765645
46,0.040214688,-0.021288618,0.18334329,-0.007828105,-0.06596624,-0.902012,0.008151777,-0.03787282
47,0.26765713,0.06937396,-0.36523575,-0.021122158,-0.11329527,-1.2483852,0.017339766,-0.09390253
48,0.083147556,-0.03320785,0.7328866,-0.030621555,-0.17015988,-2.2652185,0.017839987,-0.11635947
49,0.055812538,-0.022249684,0.27766484,-0.01229177,-0.08747837,-1.1821432,0.0100535005,-0.052769274
50,0.46235088,0.17697549,-1.3391206,-0.019988753,-0.085899025,-0.5763159,0.020997135,-0.10480386
51,-0.016790718,-0.030344352,0.050140783,0.0032319576,-0.01583803,-0.28451133,0.0029693507,0.0010011792
52,-0.018201008,-0.06855163,0.90849096,-0.02338902,-0.14051548,-1.9829085,0.013416778,-0.088284165
53,0.16018885,0.046387628,-0.61490417,0.0021155402,-0.014644068,-0.061219145,0.0060938597,-0.008892298
54,0.2982767,0.12313887,-0.79433316,-0.022590943,-0.087053925,-0.7032298,0.020828899,-0.1168119
55,0.27937773,0.10838552,-0.60276026,-0.02571699,-0.103871025,-0.9613234,0.021657027,-0.12585467
56,-0.14664821,-0.07931143,0.40074557,0.007807024,0.0024070293,-0.18081558,-0.00068268925,0.020051628
57,0.016578227,0.011838451,-0.63268614,0.019114345,0.06350675,0.85231686,-0.0024810955,0.0511418
58,0.13464147,0.07186642,-1.1440233,0.018047586,0.06983024,1.1099463,0.00026767328,0.039743274
59,0.24373546,0.088594854,-0.89647746,-0.0025032014,-0.024334703,-0.053030226,0.009858426,-0.031998277
60,-0.11345522,-0.058180764,-0.18691935,0.027729422,0.08046803,0.84231454,-0.009268146,0.09442747
61,0.30552635,0.15456209,-1.5911729,0.0037318692,0.02966822,0.8615326,0.010069676,-0.025151104
62,0.114632875,0.0204404,-0.38726652,0.0021822378,-0.020437889,-0.2145416,0.005035907,-0.0047323704
63,0.00051155686,0.006261334,0.18059352,-0.018660307,-0.07239723,-0.8185479,0.015304465,-0.09700963
64,0.23491338,0.09824453,-1.0504178,0.0012190044,-0.0009488836,0.2847768,0.008740917,-0.022520363
65,-0.13329628,-0.07496844,0.10429263,0.020524539,0.04765568,0.38034278,-0.0066106953,0.07007322
66,0.029542029,-0.027701527,0.17934024,-0.0048333257,-0.05681271,-0.811229,0.006469667,-0.025084704
67,0.0702855,-0.008094072,0.092661925,-0.009188615,-0.06987479,-0.91351074,0.009247813,-0.044206828
68,-0.097242996,-0.022168845,0.18983573,-0.0061044097,-0.019360151,-0.22157009,0.008715514,-0.05031815
69,0.29081652,0.13041885,-1.1114128,-0.009818345,-0.033168998,-0.005450895,0.01526168,-0.07071
70,0.4704816,0.20987087,-2.0923173,0.0035491958,0.02161248,0.8821748,0.011636544,-0.024524689
71,-0.6626382,-0.31412843,1.4957495,0.05748689,0.15825756,1.0606639,-0.03248376,0.2353478
72,0.27025285,0.11786283,-0.69541466,-0.024955504,-0.09122238,-0.7550877,0.021938872,-0.12795854
73,0.21109211,0.073542856,-0.56774414,-0.012132045,-0.060768522,-0.5403114,0.0139010325,-0.068371326
74,0.2306521,0.07459801,-0.5840722,-0.012000814,-0.06533633,-0.6076121,0.013695795,-0.06549621
75,0.3484709,0.13657136,-1.1312778,-0.012096439,-0.053958803,-0.27903152,0.016098443,-0.07390034
76,0.44060674,0.1738654,-1.2834879,-0.02118614,-0.08608629,-0.57478315,0.021612607,-0.11134753
77,0.14035246,0.023387164,-0.042018443,-0.01646052,-0.09324411,-1.1109025,0.013792422,-0.07534164
78,-0.18555005,-0.13292682,0.86940396,0.007354997,-0.028188016,-0.7714217,-0.0031645447,0.034192353
79,0.15518904,0.08133824,-1.2739995,0.020297736,0.0789932,1.2486181,-0.00046723336,0.047699302
80,0.17628062,0.0900816,-0.45043427,-0.024393987,-0.08215944,-0.6948729,0.021044647,-0.12801287
81,0.11731592,0.08818016,-1.1867582,0.013594121,0.0712599,1.2180731,0.0035073794,0.0132927
82,0.25956658,0.081930116,-0.75134075,-0.0071158633,-0.05077155,-0.42005268,0.01149847,-0.045164168
83,0.40202662,0.12716468,-0.81296897,-0.024608947,-0.122277655,-1.2017026,0.020938426,-0.11157408
84,-0.10642131,-0.08931194,0.49901342,0.006604977,-0.021516342,-0.553281,-0.0011098795,0.025062203
85,-0.012053341,-0.030986756,-0.2622462,0.018916674,0.038930386,0.37682256,-0.004566528,0.0634245
86,0.086236715,0.019658841,-0.15231584,-0.008785285,-0.052176245,-0.5815517,0.010495707,-0.051458
87,-0.83828104,-0.39389968,2.101815,0.06277233,0.16942699,0.97293776,-0.03777809,0.26299196
88,0.11414337,0.030694306,-0.2858253,-0.0071000606,-0.046068363,-0.47906852,0.0100428425,-0.045295298
89,0.360087,0.113804236,-0.7890223,-0.019728448,-0.102232836,-0.98407066,0.018284764,-0.09306201
90,-0.22905363,-0.15798664,1.4008507,-0.008022908,-0.08972467,-1.6025469,0.003142722,-0.022261769
91,0.081755936,-0.00993906,0.015335351,-0.0047309995,-0.058590733,-0.7940846,0.0069043525,-0.024360746
92,0.01374048,-0.021575019,0.032086268,0.00010763109,-0.029605892,-0.4373459,0.0046422556,-0.010412246
93,0.40643248,0.13573782,-0.3933888,-0.049012795,-0.20527631,-2.1782393,0.032978907,-0.21005276
94,-0.359085,-0.11396143,0.4776554,0.020997621,0.08727375,0.87219805,-0.0067371316,0.055404335
95,-0.120017305,-0.08533639,0.29459175,0.015245274,0.01676976,-0.05609048,-0.0048417114,0.055412233
96,-0.0133241415,-0.028729886,-0.1056758,0.0102375,0.009659901,0.0312404,-0.0003005974,0.028313965
97,0.0023115575,-0.015248984,-0.01618892,8.828938e-06,-0.021762483,-0.3025018,0.00517438,-0.014956087
98,-0.1453178,-0.06576155,0.5309929,-0.004294805,-0.031459376,-0.53200525,0.0058350824,-0.03262493
99,0.46693859,0.14989565,-0.5406457,-0.048342887,-0.21020778,-2.2233737,0.03284899,-0.20448194
100,0.14128414,0.051431194,-0.715615,0.005238898,0.006102696,0.23139852,0.005099397,-0.0013540685
101,0.097327024,0.009801671,-0.15999962,-0.004442133,-0.04725615,-0.57682914,0.007746987,-0.028909683
102,0.18621963,0.043295905,-0.34349978,-0.010362413,-0.06983981,-0.77110857,0.011569828,-0.05287251
103,0.051951945,-0.01352416,0.09397335,-0.006772116,-0.059779234,-0.80019337,0.007977102,-0.035168916
104,0.15737903,0.03651406,-0.4102012,-0.0038862452,-0.04296224,-0.4504563,0.008402366,-0.02887258
105,0.1898813,0.05510091,-0.4325022,-0.010905765,-0.06396189,-0.6474131,0.012472745,-0.059204042
106,0.2645134,0.08584006,-0.53927815,-0.019307304,-0.09333743,-0.9254043,0.017463326,-0.09382135
107,0.1796369,0.07655852,-0.60135937,-0.011336185,-0.046218246,-0.3221895,0.014025524,-0.07093239
108,-0.18472986,-0.09077713,0.6622782,8.276105e-05,-0.022807386,-0.5098822,0.0027195625,-0.0110627115
109,0.054422706,-0.0060016066,0.017372057,-0.00613489,-0.052521393,-0.67862743,0.008083951,-0.03532836
110,0.15351024,0.023318432,0.07725464,-0.022501443,-0.119050995,-1.4372232,0.016520325,-0.09712589
111,0.6254524,0.26426917,-1.7996323,-0.035459004,-0.12442832,-0.7768033,0.031694677,-0.1771712
112,-0.14953333,-0.07371506,-0.08890788,0.029772915,0.08686718,0.8783559,-0.010761298,0.10352045
113,0.15606973,0.0891632,-1.0751718,0.007184021,0.037272304,0.77526206,0.0062045753,-0.006718248
114,-0.80881524,-0.39611042,2.0522914,0.06578478,0.16983946,0.94283164,-0.03964399,0.27987862
115,-0.113839746,-0.016151741,-0.27913284,0.0148293525,0.065783575,0.8594589,-0.0007055737,0.026985198
116,0.075903445,-0.0048558563,-0.2164249,0.004708551,-0.018890806,-0.28100127,0.0027762614,0.009781331
117,0.4117736,0.15604934,-0.97899866,-0.02851139,-0.11742678,-1.0160136,0.024361484,-0.13704154
118,-0.54552925,-0.28046915,1.6446168,0.03468793,0.06639044,-0.00206648,-0.020929214,0.14915973
119,-0.11437507,-0.04564503,-0.152238,0.020810992,0.06523374,0.7156534,-0.0052473918,0.062158138
120,0.20621815,0.08934586,-0.9395337,-0.00022406876,-0.004329212,0.22620702,0.0092106275,-0.02870062
121,0.14876017,0.043361947,-0.4146241,-0.006408736,-0.044319816,-0.42782313,0.010086492,-0.04272753
122,-0.11538881,-0.12360552,1.1658546,-0.012063459,-0.11224251,-1.8127613,0.005865805,-0.0356856
123,-0.24435699,-0.111460686,0.50481683,0.01721073,0.041226782,0.22528952,-0.0059902035,0.055879056
124,-0.080328524,-0.0786446,0.291076,0.01215253,-0.0011907816,-0.27749258,-0.00339951,0.046256483
125,0.07270509,0.013514519,-0.37779206,0.0051044673,-0.0026020259,0.006133985,0.0036844872,0.0035299957
126,-0.2750561,-0.16860572,1.0223743,0.015703447,0.0016984269,-0.49770027,-0.008260626,0.06846148
127,-0.7908609,-0.38996595,2.5095937,0.040356368,0.07725535,-0.17341605,-0.027398694,0.18028206
128,-0.3172494,-0.14727944,1.0031714,0.008304134,0.0037038103,-0.3382164,-0.003072489,0.024918735
129,0.14922377,0.059055515,-0.7463077,0.003492698,0.003193207,0.2247622,0.0062870868,-0.010120451
130,-0.6686059,-0.2541472,0.66110724,0.073971316,0.2649937,2.647893,-0.036780145,0.27513278
131,-0.7078068,-0.34282267,1.8830873,0.050779387,0.12579377,0.56875926,-0.030487347,0.21410322
132,-0.2730964,-0.16187093,0.7534007,0.026204452,0.044150718,0.050089277,-0.012878742,0.10721573
133,0.36476585,0.17234887,-1.5702122,-0.005424872,-0.0076424107,0.4392769,0.014830016,-0.05973777
134,-0.3210673,-0.13526115,0.48562044,0.028993621,0.088691145,0.7581238,-0.012163583,0.10068178
135,0.1599688,0.042375416,-0.50627494,-0.0015951917,-0.03102189,-0.27959895,0.0076263845,-0.02186668
136,0.15312663,0.087348714,-0.807903,-0.0052660853,-0.008204602,0.21433966,0.012043338,-0.055222094
137,0.17313156,0.020233698,-0.095911756,-0.012880135,-0.09248252,-1.1439364,0.011567693,-0.055379927
138,-0.08742894,-0.08513765,0.69363326,-0.005003862,-0.065971114,-1.0922847,0.0044471137,-0.019418478
139,-0.012464851,-0.016361505,-0.12681763,0.006132379,0.00393223,0.018305369,0.0023557656,0.0073943436
140,-0.1966745,-0.114032775,0.25050113,0.030296192,0.0723203,0.55253893,-0.012851048,0.11499339
141,-0.051155165,-0.046480745,0.19602577,0.0031331852,-0.018146284,-0.35897595,0.0024409443,0.0021799803
142,0.01687017,0.0004158616,-0.60256785,0.022367515,0.06652835,0.8356713,-0.0046901144,0.06850672
143,0.259348,0.12007044,-1.0607934,-0.0076393336,-0.023731783,0.08796349,0.013956159,-0.06250438
144,0.32841042,0.14038311,-1.0156296,-0.019165203,-0.070623524,-0.44770494,0.019885413,-0.10599232
145,-0.44866115,-0.24255192,1.7199551,0.014008641,-0.008551747,-0.8213537,-0.009923968,0.06669915
146,0.07126415,-0.029907823,0.6549265,-0.027986184,-0.15459232,-2.049849,0.016903196,-0.109038085
147,0.30484864,0.10109937,-0.42531365,-0.031789705,-0.13893178,-1.4446015,0.023854038,-0.14312476
148,-0.19669884,-0.116197914,0.7339695,0.007245764,-0.012592688,-0.4937042,-0.0020284802,0.025486112
149,0.11410856,0.01699064,-0.4146713,0.0049804673,-0.012782216,-0.13676834,0.0035127774,0.007543564
150,0.29202327,0.11335486,-0.6016767,-0.027991105,-0.11210242,-1.0492485,0.022892766,-0.13495928
151,0.04746303,-0.010540232,0.1590086,-0.011179615,-0.072104916,-0.93290126,0.010289863,-0.054280907
152,-0.09487648,-0.07182829,0.30129445,0.008990273,-0.0031132922,-0.25690445,-0.0013515316,0.02906245
153,-0.2117592,-0.09427403,-0.057285845,0.03751371,0.11785562,1.2130516,-0.014978405,0.13323998
154,0.15570197,0.054278217,-0.6848778,0.0023564398,-0.0064621046,0.07920296,0.0064827837,-0.011742562
155,0.5199096,0.22090945,-1.7374855,-0.019222066,-0.06706522,-0.19010097,0.022574833,-0.11118394
156,-0.14294589,-0.096993685,0.55531585,0.0074555874,-0.013350703,-0.45868626,-0.0015774816,0.026273787
157,0.31110564,0.10937799,-1.113092,-0.0012355968,-0.02414203,-0.010522068,0.009756401,-0.025757909
158,-0.092546806,-0.06444241,0.24025978,0.008914866,0.0015084893,-0.16802417,-0.0009126663,0.02614373
159,0.28268448,0.0953782,-0.6879196,-0.01613101,-0.08006844,-0.734316,0.01631717,-0.082598954
160,0.0523113,0.026600577,-0.46713972,0.004339531,0.010627724,0.24578649,0.005017597,-0.0076049566
161,-0.04920508,-0.05419922,0.108081445,0.010674939,0.0026783198,-0.14249966,-0.0016078651,0.03511262
162,-0.16239345,-0.103022486,0.5488197,0.010521397,-0.0010296851,-0.3200658,-0.0031795986,0.037938327
163,0.030608654,0.015593521,-0.5190228,0.011750981,0.035555273,0.5169236,0.0010870323,0.022767425
164,0.089921266,0.015754022,-0.40647912,0.0053842366,-0.005037017,-0.027642049,0.0035016723,0.006180227
165,-0.2500025,-0.1285012,0.24994195,0.036990464,0.10148026,0.88582927,-0.0163115,0.13943952
166,-0.17858773,-0.11791599,0.7814134,0.0053884163,-0.02601156,-0.6807242,-0.0014346056,0.021468133
167,0.099749684,0.027313858,-0.5362758,0.006888382,0.006211631,0.15525113,0.0033536553,0.008851379
168,-0.057510212,-0.014347687,-0.24846606,0.011871919,0.039643846,0.50143176,0.00021604821,0.022682518
169,-0.24896756,-0.08948058,0.49660993,0.008535698,0.027895711,0.1690077,-0.0005502328,0.012419939
170,0.04466027,0.0040526837,-0.40025473,0.0104935095,0.018081777,0.23803693,0.00086998194,0.024453074
171,0.00047504902,-0.033706784,0.25579238,-0.005769007,-0.056058988,-0.80554515,0.0068696886,-0.030486047
172,0.23573771,0.07559636,-0.35644972,-0.023754321,-0.10856494,-1.1347466,0.019282749,-0.11125207
173,-0.35298735,-0.17665935,0.3876873,0.0514459,0.14801139,1.3158193,-0.02488954,0.20072567
174,-0.13367069,-0.115478456,0.5698705,0.014306031,-0.005359374,-0.4551933,-0.005997278,0.061844945
175,0.032690674,0.016280107,-0.68312836,0.01956983,0.06370287,0.8618473,-0.0026084408,0.053442985
176,0.040278465,-0.035616502,0.31248844,-0.0082700625,-0.07842587,-1.1209276,0.0075320043,-0.033865005
177,-0.5148399,-0.23153108,0.8123355,0.055198565,0.16836987,1.4447274,-0.028159004,0.21436208
178,-0.46959788,-0.22565508,0.93799764,0.045977697,0.12599273,0.9168935,-0.023911413,0.18229717
179,-0.15558565,-0.111801445,0.39928403,0.021495894,0.029944375,0.011222098,-0.008970767,0.08544445
180,0.030469716,-0.036964,0.14425752,0.00074408203,-0.043948572,-0.6982307,0.00327513,0.0006188154
181,-0.2813938,-0.10607155,0.5259162,0.014377505,0.04612808,0.34144038,-0.0039465763,0.037346542
182,-0.51964307,-0.26735008,1.2109581,0.050400876,0.125361,0.756903,-0.027902793,0.20919758
183,0.37955615,0.14936377,-1.3378711,-0.007559933,-0.037168596,-0.040679768,0.014359903,-0.056809723
184,-0.18632297,-0.12831104,0.92200214,0.0028397962,-0.040777348,-0.9028676,-0.0007449612,0.014533997
185,0.005973667,-0.040179208,0.35133898,-0.007878706,-0.07022179,-1.0131879,0.0074398443,-0.035385847
186,-0.4588076,-0.2158938,1.4733716,0.015265532,0.019194819,-0.34989667,-0.008872688,0.05951959
187,0.11851606,0.033272475,-0.31764042,-0.0066492036,-0.043793865,-0.44297445,0.009932291,-0.043936938
188,0.0029758513,0.033582658,-0.75100553,0.016102187,0.073142126,1.0827639,0.00034945458,0.028699309
189,-0.38035297,-0.17056751,0.5420051,0.04160279,0.12522987,1.0892935,-0.019576821,0.15580547
190,-0.029687896,-0.03624913,0.5049041,-0.016684458,-0.08841423,-1.186806,0.012221303,-0.07655454
191,0.036980957,0.008372173,-0.46651208,0.012073934,0.029354014,0.40220404,0.00044937432,0.027828783
192,-0.31693763,-0.115063936,0.67896104,0.010968432,0.037618622,0.22561532,-0.0024771392,0.022521675
193,-0.21949735,-0.13198283,0.96827805,0.0024791062,-0.03495366,-0.8209726,-0.0004401803,0.009869158
194,0.7872076,0.35249203,-2.2937763,-0.04963294,-0.15716885,-0.90118533,0.04184434,-0.2450195
195,-0.15890315,-0.104043275,0.51399356,0.012628406,0.0047682077,-0.25701767,-0.004275754,0.047103763
196,0.07145721,0.038414665,-1.0012773,0.025655039,0.09086542,1.2638652,-0.004622087,0.07396108
197,-0.06585102,0.013704479,-0.017931774,-0.011109054,-0.019665506,-0.084446795,0.012840714,-0.07982314
198,-0.35226393,-0.19202459,1.4425423,0.0055678114,-0.029591855,-0.9236847,-0.0039967373,0.02710855
199,-0.37388104,-0.20145181,1.3954142,0.012085862,-0.0067220554,-0.67036223,-0.0074124783,0.053358495
200,-0.22665711,-0.12072596,0.71672606,0.0103484765,0.0041359738,-0.28544298,-0.00345169,0.03519973
201,0.25234827,0.10849463,-0.44523168,-0.033236038,-0.12288396,-1.170047,0.025516288,-0.1592223
202,-0.25610077,-0.15908596,0.6546841,0.029729374,0.05391921,0.16795827,-0.014568951,0.12233913
203,0.36063293,0.15120633,-1.0822527,-0.020758,-0.07780851,-0.5120572,0.020932132,-0.111982316
204,-0.31121904,-0.16857201,0.86446524,0.023954004,0.0423315,0.028761972,-0.0118001215,0.0956499
205,0.16868609,0.041059688,-0.35077232,-0.008858234,-0.060862154,-0.6572118,0.010908876,-0.048575193
206,0.2139124,0.07518939,-0.6741151,-0.007581454,-0.04392314,-0.32945004,0.0118056275,-0.050788015
207,-0.40064263,-0.2242656,1.3294272,0.02516631,0.03126256,-0.29069337,-0.014665868,0.10995954
208,-0.25580215,-0.1446881,0.888093,0.012177035,0.001309894,-0.40712145,-0.005402684,0.047807664
209,-0.05219294,-0.05534309,0.16269557,0.008481428,-0.005220428,-0.2417025,-0.0006011054,0.026545405
210,0.23080567,0.07547772,-0.39694667,-0.021638539,-0.0995377,-1.0209869,0.018322442,-0.10361129
211,0.31158254,0.10854699,-0.63872105,-0.0243961,-0.10859267,-1.0453238,0.020703213,-0.11615911
212,-0.5914104,-0.31427723,1.7658912,0.043295816,0.08560386,0.11338054,-0.026495162,0.18990391
213,0.15664423,0.040624388,-0.44641852,-0.0037918687,-0.039291065,-0.3858695,0.008603029,-0.030251324
214,-0.17425129,-0.11376834,0.46329844,0.0193704,0.02634982,-0.026085699,-0.007880457,0.0752427
215,0.17438391,0.04238245,-0.1948392,-0.017202634,-0.09171087,-1.0322814,0.014889091,-0.081008166
216,-0.14095609,-0.1126079,0.50624967,0.016353384,0.006385714,-0.2923452,-0.006727591,0.067686915
217,0.35231873,0.14540581,-1.6065459,0.0077283606,0.02320575,0.70054203,0.00715388,0.0008368194
218,0.11802438,0.00857012,-0.25958443,0.0007503852,-0.035607714,-0.45787123,0.004993774,-0.0051151514
219,0.27651343,0.08638205,-0.56846756,-0.018233214,-0.09262965,-0.9243516,0.016859423,-0.08811998
220,0.23294702,0.099341184,-1.0054407,-0.0014410317,-0.009142533,0.19156352,0.010088231,-0.033667535
221,-0.45522666,-0.25580266,1.9456124,0.008418702,-0.036816448,-1.2225237,-0.007967308,0.04915017
222,-0.01698047,-0.0026825368,-0.415842,0.0148188695,0.04701771,0.6116629,-0.0009312555,0.03533575
223,-0.005094558,-0.0044331253,-0.48480946,0.018818066,0.056592852,0.7103258,-0.003055863,0.05340591
224,-0.17083597,-0.10095644,0.33121666,0.020545587,0.03927245,0.18847784,-0.007732913,0.07521093
225,0.23396966,0.06825531,-0.40997976,-0.018028922,-0.09290698,-0.976424,0.016157206,-0.08612043
226,-0.0461493,-0.060462654,0.8373395,-0.022885628,-0.124229416,-1.7228999,0.013937149,-0.09352237
227,0.14718232,0.008435622,0.800237,-0.052053094,-0.23519592,-2.9185796,0.029760476,-0.20793088
228,0.24841341,0.12398176,-1.4200276,0.008664511,0.041399553,0.91019535,0.0065531246,-0.0017049015
229,-0.025088876,-0.003740251,-0.16700898,0.0030305684,0.006047003,0.11361025,0.004690837,-0.011611074
230,-0.08505538,-0.08949451,0.42007482,0.010330431,-0.0145742,-0.4874235,-0.0031126067,0.042780608
231,0.48864374,0.20355874,-1.7489483,-0.011058886,-0.041367177,0.06891227,0.018019915,-0.076687306
