,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8
232,-0.23585737,-0.1109567,0.8880907,-0.0020898879,-0.030663207,-0.65677303,0.0031169802,-0.01878202
233,-0.044926837,-0.0074113756,-0.21635203,0.0072436035,0.024413891,0.33733073,0.0026843436,0.003552556
234,0.5763532,0.24451765,-2.0172803,-0.015865523,-0.05392444,0.032791186,0.021758087,-0.09943837
235,0.05683291,0.02248209,-0.23032393,-0.005735278,-0.030239884,-0.2759257,0.0095170885,-0.0448128
236,0.19573253,0.044887647,0.09200205,-0.032714978,-0.15223587,-1.7771542,0.022178873,-0.13978979
237,0.230304,0.12965761,-1.0428334,-0.012159951,-0.024136513,0.1522096,0.016960748,-0.08819458
238,0.305679,0.1167379,0.018227234,-0.060274206,-0.23025899,-2.486805,0.038278673,-0.26093674
239,-0.49595773,-0.22855952,1.3672634,0.026241563,0.06035854,0.124646604,-0.014431108,0.10233286
240,-0.016978681,-0.050253063,0.74034196,-0.022681288,-0.12447446,-1.7028565,0.014126651,-0.09265536
241,-0.25721198,-0.13752908,1.2083135,-0.0066456124,-0.060857516,-1.1311553,0.003965877,-0.029051393
242,0.33650437,0.12927365,-0.9010116,-0.02032363,-0.085633755,-0.68950146,0.019708404,-0.10493845
243,-0.25745413,-0.1585995,0.8864639,0.018061392,0.012534864,-0.3336331,-0.008985098,0.07620731
244,-0.33832178,-0.16774234,0.5333071,0.040345646,0.11027555,0.88456917,-0.019254562,0.1557262
245,0.18875358,0.07964206,-0.7962113,-0.003076613,-0.016764775,0.043920524,0.010186069,-0.038486987
246,-0.39508826,-0.15097123,0.52883446,0.034288414,0.118033886,1.1052904,-0.014815431,0.117194
247,0.05417797,0.07242335,-0.4828334,-0.013955992,-0.021351557,0.06768281,0.016338725,-0.097397566
248,-0.27493933,-0.07224329,0.5018978,0.0014248863,0.023005053,0.21160273,0.0040951446,-0.026048332
249,-0.33372334,-0.1753057,1.1838804,0.01120466,-0.0021085963,-0.525967,-0.005899884,0.04515773
250,0.06546861,0.05922635,-0.4134047,-0.012046937,-0.027813394,-0.082229406,0.014550727,-0.08302775
251,-0.27221563,-0.11099616,0.649293,0.010200664,0.024569392,0.047665857,-0.0023434646,0.024246782
252,0.09016606,0.020816684,0.04320067,-0.019000463,-0.08938086,-1.033459,0.015373331,-0.091411054
253,0.06973952,0.004170224,-0.5252714,0.016331539,0.031775005,0.3845462,-0.0021574423,0.050862104
254,0.09455103,0.025717959,-0.6046961,0.0110048875,0.0214291,0.33788303,0.0013604276,0.024889082
255,-0.016765714,-0.021133691,-0.29540068,0.01652044,0.03913697,0.4292659,-0.002809219,0.04941818
256,-0.5672053,-0.25301743,1.1430088,0.048389547,0.14314343,1.0808172,-0.02562229,0.18881238
257,-0.25530872,-0.12115234,0.15006402,0.03894802,0.11569922,1.0980828,-0.016760688,0.14341956
258,-0.2423347,-0.11153227,0.4275971,0.021041214,0.05440837,0.38410226,-0.007834684,0.07121295
259,-0.38918045,-0.1860426,0.5604149,0.04723218,0.13649276,1.1619987,-0.023053784,0.18281013
260,0.59008896,0.21038884,-1.1890396,-0.042875484,-0.18144315,-1.6940191,0.032468297,-0.18972546
261,0.16234186,0.08726202,-0.95157385,0.0017747805,0.014416918,0.48221362,0.0085982345,-0.026272535
262,0.19152206,0.08320451,-1.134988,0.012191385,0.040268295,0.7541583,0.0031119287,0.020340443
263,-0.2565895,-0.15443426,0.35785568,0.04250624,0.10374874,0.79811794,-0.02036297,0.17050093
264,0.1435189,0.06856272,-1.0194612,0.013141826,0.04695452,0.8079133,0.0023139007,0.023094594
265,-0.26102674,-0.14786005,0.7918287,0.01832845,0.022694483,-0.15656257,-0.008453298,0.07245007
266,-0.031074807,-0.043714926,0.2722416,-0.0020376965,-0.040731467,-0.6385975,0.004847452,-0.016342282
267,-0.049810916,-0.035528094,-0.29660422,0.022968061,0.061405376,0.66171455,-0.006359745,0.07575318
268,-0.38741648,-0.20918316,0.775598,0.046170898,0.11461811,0.7856628,-0.02390704,0.18815696
269,-0.22148062,-0.12525368,0.27710402,0.03394629,0.08442286,0.6687948,-0.014975201,0.13026327
270,-0.2799346,-0.19512919,1.3525091,0.010435052,-0.035953477,-1.0767405,-0.007242225,0.05772242
271,-0.10186225,-0.06055318,0.08741489,0.0149836615,0.029160224,0.19538894,-0.0034728162,0.047055602
272,-0.016749024,-0.031752452,0.057487674,0.0034528822,-0.016117983,-0.2945293,0.00278252,0.0024365187
273,0.137214,0.07209306,-0.51059973,-0.01345763,-0.044595324,-0.2874634,0.015217077,-0.08349857
274,0.59402514,0.26578337,-1.7210444,-0.039597742,-0.12885162,-0.79723644,0.03407564,-0.1984739
275,-0.33328545,-0.17628384,0.40900412,0.049993046,0.13716346,1.1685953,-0.024383228,0.19768238
276,-0.06261633,-0.03793241,-0.3103512,0.024805091,0.07004662,0.7667383,-0.0072378106,0.082095325
277,0.10330126,-0.0117486715,0.06653306,-0.0067782253,-0.07379034,-1.0061554,0.0075472966,-0.028597921
278,-0.22887051,-0.13122964,0.3155399,0.034616895,0.08452959,0.6484544,-0.015562411,0.13423157
279,-0.09688285,-0.020851478,-1.1264267,0.058550656,0.21512923,2.6456702,-0.021919344,0.20268828
280,-0.6020882,-0.3099465,1.595813,0.050051443,0.116478086,0.5193233,-0.029341768,0.2131381
281,-0.27692392,-0.10594055,0.12034941,0.03436006,0.11708985,1.2042089,-0.013476137,0.11627227
282,0.26458105,0.06585619,-0.38541424,-0.018622477,-0.10600774,-1.1732714,0.0159811,-0.08313286
283,-0.41323933,-0.21594948,0.854455,0.04539285,0.11439666,0.7731639,-0.023659755,0.18413967
284,0.02589497,-0.019117162,-0.215544,0.011204824,0.00871934,0.031545766,-0.00061278045,0.033840567
285,-0.11430654,-0.1146518,0.8471542,-1.0766089e-05,-0.06224262,-1.1617832,0.00064826384,0.00813967
286,0.30764553,0.1190621,-1.1988648,-0.0009701848,-0.014820725,0.15130202,0.010226749,-0.02908343
287,0.31718984,0.13275956,-1.2326093,-0.005109638,-0.02225985,0.11636284,0.012885749,-0.04943371
288,0.0029782653,-0.0170068,-0.002903834,7.3336065e-05,-0.023058858,-0.3270809,0.0050350837,-0.013905197
289,-0.19844058,-0.07384968,-0.086680755,0.030316062,0.10333128,1.1198456,-0.010517076,0.098746
290,-0.074938014,-0.025794342,-0.63320476,0.03590344,0.12301086,1.4800351,-0.011678081,0.11899835
291,0.2758498,0.14045723,-1.1165668,-0.01355347,-0.034597673,0.036542438,0.017772526,-0.091498464
292,-0.23700534,-0.1523034,0.7187146,0.023504272,0.030859217,-0.097894624,-0.011419073,0.09793684
293,-0.22850162,-0.12078646,0.41748178,0.025220625,0.05837427,0.3776819,-0.010499347,0.093268245
294,-0.2987075,-0.15198496,0.67702675,0.026190944,0.059231296,0.30179867,-0.012033269,0.09956467
295,-0.20567405,-0.13633972,0.66924095,0.018935718,0.017079331,-0.21799804,-0.008652329,0.078097224
296,-0.12730964,-0.09025267,0.07115939,0.028446995,0.062924504,0.4903382,-0.011320163,0.10809916
297,-0.43002248,-0.20728207,0.6633575,0.051461436,0.14789376,1.2364826,-0.02586547,0.20207697
298,0.3671101,0.10819633,-0.35998482,-0.0387372,-0.17725313,-1.9315913,0.02691509,-0.16434397
299,-0.06156005,-0.0121097565,-0.09935285,0.0036039948,0.012674689,0.1861853,0.0043145344,-0.011203498
300,0.052388698,0.028075837,-0.43329042,0.0020483807,0.0034431592,0.16493039,0.0061903074,-0.017166555
301,-0.15112817,-0.074019685,0.08589613,0.021259315,0.056353062,0.50592494,-0.0067188405,0.0700376
302,0.17208546,0.06774794,-0.9144192,0.007927813,0.018969633,0.43855125,0.0044452325,0.0070427954
303,-0.06736851,-0.03696017,0.25778282,-0.0036861897,-0.030738086,-0.45456684,0.006399665,-0.030670583
304,0.48785725,0.22342429,-1.8539903,-0.014104366,-0.037100814,0.21428224,0.02062396,-0.09668574
305,-0.30250728,-0.17015237,0.7891303,0.028236642,0.05400738,0.15652792,-0.014016401,0.114311635
306,0.18623534,0.04592917,-0.28020144,-0.014593117,-0.08313714,-0.92110467,0.013731357,-0.07051021
307,0.38774428,0.16590418,-1.428165,-0.010063291,-0.036139913,0.042112328,0.016420495,-0.072075844
308,0.29596946,0.17200738,-1.8154372,0.007705964,0.060083523,1.3220932,0.00929125,-0.017908573
309,-0.30260536,-0.11417341,0.2573834,0.031307906,0.10749988,1.0704305,-0.012235105,0.10394597
310,0.2796887,0.08424773,-0.2844634,-0.031454146,-0.14296058,-1.5511532,0.022981985,-0.13864756
311,-0.34568283,-0.19044465,0.8321828,0.03506756,0.07622188,0.36934948,-0.01798458,0.14306748
312,-0.69761896,-0.32519764,1.7702487,0.04891754,0.12936398,0.6859379,-0.02868953,0.20120275
313,0.17059195,0.03329505,-0.39054734,-0.0036830455,-0.048609704,-0.54551685,0.007981829,-0.024908543
314,0.15690649,0.06421355,-0.8828455,0.008018486,0.02115471,0.46152222,0.004355941,0.006652713
315,0.05270815,-0.015978232,-0.19444706,0.00852713,-0.006585911,-0.16317432,0.00056099147,0.025901496
316,-0.40830684,-0.19774607,0.48849452,0.055894315,0.16464272,1.4670393,-0.02764551,0.21873093
317,0.3454446,0.14142936,-1.1938722,-0.010978211,-0.045338284,-0.14863163,0.015879992,-0.071890116
318,0.2556977,0.061538905,-0.35795927,-0.018079206,-0.104659796,-1.1694717,0.015565909,-0.08053976
319,0.19079188,0.062162407,-0.43325824,-0.013815153,-0.0694011,-0.6816207,0.014253613,-0.07330558
320,0.10579869,0.037056655,-0.08770324,-0.019458055,-0.083411105,-0.8980467,0.016367294,-0.097477406
321,0.107209295,0.03383091,-0.63206756,0.008833371,0.015943803,0.29811746,0.002729196,0.014931023
322,-0.24960053,-0.091564044,0.2685669,0.020706773,0.070482165,0.67949367,-0.0064447187,0.060880363
323,0.4352356,0.16464771,-1.1413243,-0.02433113,-0.10282164,-0.8174618,0.022628963,-0.12075442
324,0.18427545,0.06877574,-0.5960796,-0.008418832,-0.042953122,-0.32255137,0.012141276,-0.05572167
325,-0.08178103,-0.073475,0.14043629,0.017483734,0.022417173,0.03592118,-0.0056172535,0.06488302
326,-0.3473537,-0.16262653,0.6645297,0.03182845,0.08607148,0.6206837,-0.014819216,0.11900288
327,-0.13727154,-0.09601164,0.5017259,0.009632811,-0.006435469,-0.37450328,-0.002613876,0.03522405
328,0.16454074,0.12354067,-1.0843579,-0.006756358,0.010394022,0.60046244,0.014726173,-0.07391849
329,0.07547137,-0.005673021,-0.013558865,-0.004996352,-0.05444422,-0.71829534,0.007342741,-0.028001606
330,-0.09499395,-0.06907274,0.10178531,0.017729737,0.030583106,0.16723195,-0.0053416006,0.062206775
331,0.20000148,0.07617125,-0.49556607,-0.016664945,-0.071845055,-0.6538716,0.016321614,-0.08877191
332,0.07096627,0.029654339,-0.33977807,-0.003467396,-0.020837989,-0.13965751,0.00870759,-0.03677985
333,-0.23657647,-0.09198575,0.4947803,0.00951644,0.025843233,0.12183733,-0.0012901835,0.019029886
334,0.42974028,0.20386638,-1.2884699,-0.03327907,-0.10382784,-0.6422064,0.029205194,-0.17230512
335,0.04835391,0.024954468,-0.5864508,0.010982856,0.034566,0.53355545,0.0018084347,0.018535882
336,0.32456908,0.099023595,-0.19307445,-0.04267271,-0.18571176,-2.0417407,0.028697083,-0.18215606
337,-0.28647244,-0.1491037,0.49742585,0.033740975,0.08503698,0.61982507,-0.0155799575,0.12975281
338,-0.698198,-0.32200176,1.9224828,0.04005435,0.099932775,0.3421907,-0.02428909,0.1650936
339,0.08393264,0.026161402,0.087812684,-0.023356356,-0.09921247,-1.1232524,0.017816365,-0.11151326
340,0.35289285,0.15622921,-1.5654421,0.0011853874,0.0075859427,0.5599317,0.010881655,-0.029062986
341,0.40702286,0.15439409,-1.3072437,-0.01150405,-0.055813175,-0.2678785,0.016237773,-0.07037747
342,0.033827722,-0.004152164,-0.17081164,0.002670385,-0.013158426,-0.17231423,0.0042237267,-0.0044766963
343,-0.19544058,-0.046675786,0.243469,0.0026267543,0.022959605,0.26329756,0.004174702,-0.020254076
344,0.15122482,0.030265093,-0.2074235,-0.011258651,-0.072490714,-0.8347402,0.011606429,-0.056152135
345,0.022978723,-0.017428339,-0.14459135,0.0070233718,-0.004239373,-0.11625155,0.0015012883,0.016356587
346,-0.24356057,-0.10006842,0.44738466,0.015309989,0.04274363,0.29625773,-0.004436612,0.04398331
347,0.19674814,0.09187475,-1.2913132,0.0162673,0.05999607,1.0309215,0.0016232729,0.033595443
348,0.40808716,0.14265689,-0.7480543,-0.03433952,-0.14751902,-1.4425712,0.026393056,-0.1550581
349,0.39767602,0.15481274,-1.0082018,-0.026378322,-0.1064464,-0.8759114,0.023423856,-0.13018972
350,0.23116949,0.111369275,-0.9914758,-0.0071116462,-0.019996509,0.11670852,0.013495915,-0.06096372
351,0.011629969,-0.019485742,0.42927682,-0.020411849,-0.1015317,-1.3035114,0.014530685,-0.09199554
352,0.0027858317,0.0056106746,-0.60396266,0.02044902,0.06773393,0.8864775,-0.0033315085,0.05690348
353,0.016249657,-0.0058434606,-0.30379564,0.010176264,0.017929152,0.21396214,0.0007443167,0.023126125
354,-0.19531259,-0.13501528,1.1690917,-0.0065039024,-0.07692601,-1.3676696,0.0033985712,-0.020695329
355,0.09019321,-0.0035109222,-0.3818906,0.012171932,0.00482554,0.0026328731,-0.0008395873,0.040536642
356,0.11201641,0.039677627,-0.5058121,8.929521e-05,-0.012659118,-0.027698494,0.0071702786,-0.021005303
357,0.045285583,-0.031399444,0.17785625,-0.0034148023,-0.059187237,-0.87071663,0.0054178275,-0.01580435
358,-0.06510624,-0.044574738,-0.1197079,0.018152565,0.041727275,0.39228678,-0.004436616,0.058316737
359,-0.36460558,-0.20225284,1.313214,0.01637774,0.0054087043,-0.53388566,-0.00959393,0.07182494
360,-0.2819608,-0.16788754,0.6400681,0.034428522,0.07195774,0.36881965,-0.017040376,0.14060414
361,-0.3856473,-0.21040842,1.1188114,0.029656,0.053493917,0.032578524,-0.016152788,0.12415165
362,0.4297184,0.15936877,-1.0716724,-0.02551961,-0.10946345,-0.91848,0.022945514,-0.124087125
363,0.24382773,0.10486159,-1.0036288,-0.0039587617,-0.017310012,0.108474925,0.011489954,-0.04419872
364,0.49529794,0.2188527,-1.8595319,-0.012020163,-0.035252295,0.20924872,0.01929199,-0.08562729
365,-0.108952194,-0.0651591,0.35163337,0.0038958415,-0.012269124,-0.32566655,0.0016006716,0.004419267
366,0.17717475,0.09795526,-1.05031,0.0020393506,0.019036718,0.5759585,0.008936625,-0.02740261
367,-0.6357902,-0.30007583,1.651946,0.04357879,0.11062604,0.52234524,-0.025345106,0.1790188
368,0.2056284,0.044187717,-0.4036206,-0.007991925,-0.06639563,-0.7412763,0.010293204,-0.0411745
369,0.2458097,0.098532915,-1.0704644,0.001959093,-0.0013102666,0.27252984,0.008292485,-0.018184036
370,-0.09742491,-0.051742643,-0.4907558,0.039908946,0.12455882,1.3968585,-0.014847342,0.14188284
371,-0.12795453,-0.062126487,-0.005271241,0.020548165,0.055865213,0.5359106,-0.005934585,0.065788776
372,0.0528225,0.00966464,-0.30061275,0.0031244755,-0.006732598,-0.04547081,0.004609432,-0.0055211484
373,-0.23039226,-0.15909237,1.2112302,0.0018468648,-0.054502144,-1.1767662,-0.0015948564,0.01668483
374,0.058119476,0.07695839,-1.1742656,0.018363766,0.09767562,1.5379624,0.0012100525,0.028059661
375,-0.0080575645,-0.041363493,0.2790735,-0.0036349222,-0.051595535,-0.7795972,0.0055020824,-0.020270348
376,0.20261523,0.10956739,-1.4273144,0.015577599,0.06914264,1.2201033,0.0029133558,0.024648726
377,0.17259505,0.05684766,-0.4536081,-0.010375187,-0.05556127,-0.5221907,0.012502067,-0.060281843
378,0.045697898,-0.012955815,0.00768964,-0.0026575178,-0.04261558,-0.58283037,0.0061210133,-0.020154595
379,-0.0807471,-0.110144794,0.99204946,-0.009472556,-0.103037976,-1.6668556,0.0050528944,-0.025984198
380,-0.35480022,-0.15156198,0.5090996,0.035019442,0.10819812,0.9485643,-0.015616905,0.12602788
381,0.05537027,-0.030124873,0.8771766,-0.038711943,-0.18876307,-2.4544432,0.02215047,-0.15326305
382,0.32078382,0.12786783,-1.052154,-0.012059581,-0.052145474,-0.27416393,0.015866056,-0.07421312
383,-0.57783717,-0.26896924,0.9945255,0.06250699,0.1852518,1.529217,-0.03313935,0.2490288
384,0.1694102,0.06337901,-0.9022801,0.00917545,0.02096966,0.44483602,0.0036277846,0.013301283
385,0.04902199,0.0265529,-0.6207766,0.012010641,0.03928969,0.5980886,0.0014058165,0.022021025
386,-0.29634285,-0.13418686,0.27222058,0.038816676,0.11761242,1.0952175,-0.017024603,0.14228106
387,-0.26593006,-0.14063469,0.43992102,0.032817885,0.08197759,0.6046791,-0.01486573,0.12566847
388,0.06842488,0.008354828,-0.13003097,-0.0049721673,-0.04163606,-0.49064228,0.008216385,-0.034520715
389,0.17530727,0.03530463,-0.044117212,-0.021738123,-0.113730095,-1.3347614,0.016624026,-0.09582707
390,-0.11421867,-0.04522054,-0.62404734,0.04400587,0.14931181,1.7434793,-0.01624066,0.15294683
391,0.31014535,0.110980004,-0.88457084,-0.013210729,-0.06590921,-0.51191324,0.015546586,-0.07348424
392,-0.74438834,-0.35592598,2.1681142,0.042553723,0.09708038,0.18809439,-0.026957352,0.18189162
393,-0.10999523,-0.097538814,0.51691735,0.009181894,-0.01736509,-0.53798074,-0.0027725026,0.037947565
394,0.07910174,0.016973734,-0.02741912,-0.013769146,-0.07008473,-0.80659324,0.012781784,-0.07093832
395,0.113321066,0.057526097,-1.0192173,0.018087,0.06548563,1.0080173,-0.0003584586,0.04260111
396,0.013144195,0.007924616,-0.5118448,0.014796995,0.04597135,0.62297857,-0.0006212592,0.035292566
397,0.014957666,-0.03799945,0.2053971,-0.0016647577,-0.048803575,-0.74923295,0.004521027,-0.010617733
398,0.0730159,0.010950789,-0.34935617,0.004757799,-0.0058876723,-0.046177737,0.0036975555,0.0032406151
399,-0.84127295,-0.38351864,1.9263678,0.0671847,0.19411904,1.325182,-0.03924186,0.27571255
400,0.3944939,0.10986881,-0.449592,-0.03532797,-0.17184646,-1.8808899,0.025107138,-0.1477513
401,0.1016151,0.04456439,-1.0614215,0.025709458,0.08671123,1.2164414,-0.004606575,0.07600477
402,0.11814222,0.034721524,-0.39081013,-0.0036222637,-0.03164914,-0.28770342,0.008582413,-0.032702565
403,0.17012489,0.07912516,-0.74073464,-0.005382426,-0.01992444,0.018650874,0.01144553,-0.049970448
404,0.4086506,0.16987705,-1.0129567,-0.032539643,-0.12058317,-0.9874105,0.027107302,-0.15881008
405,-0.38577762,-0.16432387,0.6826562,0.032105558,0.09726134,0.78169173,-0.014648374,0.11530191
406,0.38349572,0.15642911,-1.3615792,-0.0093708895,-0.03954073,-0.039995544,0.015587717,-0.06617546
407,0.054324567,0.012398601,-0.2625264,8.27387e-05,-0.01610183,-0.1483159,0.006196603,-0.018326342
408,0.19142321,0.03090518,0.086332016,-0.026568424,-0.13932386,-1.6811719,0.018495537,-0.11071184
409,0.12915936,0.011922762,0.0037106574,-0.01382301,-0.08904915,-1.1037471,0.011993147,-0.062007606
410,0.046872348,0.016710348,-0.52048934,0.01116062,0.029411264,0.4334542,0.0012624487,0.022319883
411,0.32785663,0.12639144,-0.9566598,-0.016262945,-0.07056161,-0.5117353,0.017703228,-0.08909574
412,0.2402738,0.08005902,-0.73432714,-0.0069451258,-0.04580998,-0.3519776,0.01151029,-0.046490937
413,0.002727747,-0.042091608,0.5516658,-0.016968116,-0.103540115,-1.4259446,0.01167997,-0.07071793
414,-0.0613641,-0.09703697,1.1275616,-0.021871977,-0.1437046,-2.1182997,0.01149819,-0.077082396
415,0.28045204,0.1058005,-0.99683297,-0.005133219,-0.031778686,-0.09456401,0.011720184,-0.0439685
416,-0.046351403,-0.0554851,0.21419677,0.0059177577,-0.01633475,-0.38291183,0.0005473532,0.017382324
417,-0.82096934,-0.42016667,2.6408997,0.0467749,0.08657907,-0.17511746,-0.031880584,0.21324372
418,0.12356371,0.018164478,-0.0051153004,-0.01591231,-0.09020306,-1.0840034,0.013404932,-0.07349163
419,-0.05829397,-0.03301485,0.13779326,0.0005069673,-0.015311822,-0.25557178,0.004541818,-0.01451841
420,0.25517228,0.14292759,-1.5799536,0.008628137,0.053588778,1.1415985,0.0075961277,-0.008464634
421,-0.11112304,-0.0042971075,-0.7221229,0.03181333,0.13530777,1.7608376,-0.008114375,0.089215815
422,-0.09817687,-0.08246888,0.6857168,-0.0055898726,-0.062859274,-1.032809,0.0049919225,-0.024312556
423,0.2795048,0.0970053,-0.66618264,-0.01784546,-0.08408189,-0.7730233,0.01725873,-0.09042373
424,0.07047969,-3.015995e-05,-0.21279438,0.002588734,-0.021277968,-0.28305525,0.0041188225,-0.0012314618
425,-0.6018119,-0.2816088,1.601597,0.03798052,0.09423001,0.37976226,-0.021972056,0.1545173
426,-0.19198081,-0.10236485,0.14523084,0.03060311,0.080858335,0.7071863,-0.012370657,0.11219704
427,-0.2612789,-0.1458056,0.4188825,0.035953045,0.08800261,0.6501657,-0.016702432,0.14069015
428,-0.28504506,-0.14030421,0.1588565,0.046837874,0.13858984,1.3131485,-0.021305952,0.17778271
429,0.09290397,0.04862629,-1.0904913,0.025567308,0.091872945,1.305712,-0.0042132065,0.07258338
430,0.036207885,0.016435713,-0.7282777,0.02169884,0.07046257,0.942096,-0.0036472678,0.062227994
431,0.21665299,0.110973984,-1.1808733,0.002612725,0.01917322,0.6050732,0.009005915,-0.02474609
432,0.42433575,0.20270237,-1.6368951,-0.015468273,-0.03874429,0.15111327,0.02073513,-0.10278064
433,-0.338236,-0.21825817,1.4911823,0.013893075,-0.023555689,-0.98419297,-0.009614892,0.07223761
434,0.29288897,0.1426006,-1.6798568,0.0132524595,0.058786944,1.1717234,0.004987646,0.0151616335
435,0.10862306,0.007511288,0.05737906,-0.014396813,-0.08832897,-1.0982277,0.012224559,-0.0654141
436,-0.12424056,-0.06430544,-0.33342415,0.037665226,0.11495137,1.2436287,-0.014228974,0.13429672
437,0.113790065,0.014171243,-0.24673896,-0.002162829,-0.04062976,-0.4894636,0.0067456067,-0.019379437
438,0.096802086,0.013993472,-0.33055907,0.0022710413,-0.019672059,-0.22023757,0.0048066378,-0.0043419898
439,-0.26914752,-0.15544379,0.90069574,0.016187258,0.011643559,-0.3199385,-0.0077904686,0.06593382
440,0.35804835,0.15162082,-1.3831084,-0.005994469,-0.023382176,0.15620093,0.013971262,-0.05463493
441,0.4918919,0.2165874,-1.5558609,-0.026080549,-0.08675009,-0.42685685,0.025874283,-0.14032984
442,0.27346936,0.11019799,-0.9828136,-0.007570613,-0.035171904,-0.10957791,0.013205051,-0.056276828
443,-0.13460542,-0.059987888,-0.13671689,0.026252098,0.08007811,0.84695107,-0.008450523,0.08634955
444,-0.0719661,-0.01629676,-0.50910604,0.025770843,0.09270227,1.1519783,-0.006347157,0.0758968
445,-0.36540595,-0.1677649,1.1655285,0.009365916,0.0064154193,-0.36008638,-0.004259914,0.030425131
446,0.10971534,0.03357938,-0.15659158,-0.014647581,-0.069831975,-0.7518618,0.013840571,-0.07666963
447,0.13003069,0.08410367,-0.5444768,-0.016684864,-0.045020428,-0.23058428,0.017519653,-0.10197741
448,0.38063958,0.18066764,-1.4999686,-0.012557074,-0.031855118,0.16923703,0.018533189,-0.08876923
449,0.13844475,0.09367761,-1.0437241,0.0039646327,0.034320027,0.7751419,0.008178581,-0.02365321
450,0.060459435,0.015705258,-0.5059211,0.0106907785,0.02289594,0.33781332,0.0012857653,0.022812843
451,-0.04617414,0.025720268,-0.36065286,0.000633426,0.025978737,0.5119924,0.0077537894,-0.035793632
452,0.10011476,0.053644925,-0.6085387,-0.00048295408,-0.0006019771,0.1945988,0.008374311,-0.03052923
453,-0.68958175,-0.361812,2.3758554,0.034039743,0.0454994,-0.5149651,-0.023825768,0.15866381
454,-0.16064191,-0.06702414,0.5410382,-0.004080318,-0.027064264,-0.47134876,0.005819954,-0.033459038
455,0.3249171,0.14061725,-0.9986392,-0.020061567,-0.07264182,-0.46829796,0.020361105,-0.11009717
456,0.20945701,0.085604146,-1.0954821,0.009017549,0.025261976,0.5671192,0.00457114,0.00948894
457,0.03249371,-0.00430046,-0.16916792,0.002666913,-0.0128848925,-0.16854396,0.004230704,-0.0046207905
458,-0.6604101,-0.3617407,2.2765348,0.038573988,0.0532251,-0.44493943,-0.02627932,0.18056202
459,-0.78684664,-0.378407,2.2971637,0.046025544,0.10528776,0.21917905,-0.029464286,0.19845557
460,0.32335356,0.17101437,-1.9299498,0.013457149,0.07193428,1.4389982,0.006216783,0.008932084
461,0.02192235,-0.018384948,0.2439393,-0.011813685,-0.07270655,-0.9553062,0.010403436,-0.05726227
462,-0.855427,-0.38402224,1.7952073,0.07406461,0.22282153,1.6850078,-0.04239096,0.30087328
463,0.250092,0.08917174,-0.5860932,-0.018197022,-0.0824982,-0.76544654,0.017279152,-0.09285283
464,-0.1151506,-0.0022540689,-0.43184692,0.016633004,0.08320983,1.1380246,-0.0007444136,0.028310627
465,0.45800015,0.22347791,-1.8215356,-0.01536968,-0.032716595,0.29319072,0.021539344,-0.10591546
